PM2.5 (ug/m3),NO (mg/m3),NO2 (ug/m3),NOx (ppb),SO2 (ug/m3),Benzene (ug/m3),T,TM,Tm,SLP,H,VV
282.54,56.47,30.54,61.41,15.47,10.22,12.2,21.8,3.7,1018.5,82,0.6
179.15,15.8,28.62,27.86,8.87,4.76,13.1,21.4,4.6,1017.7,78,1
212.68,73.15,39.58,79.57,17.74,11.9,12.3,19.4,6.2,1016.8,80,1.3
219.07,13.73,30.47,27.19,12.04,4.32,11.1,20.6,3.6,1015.7,76,1.3
225.01,38.31,27.96,45.52,24.49,6.51,11.6,21.4,3.4,1017.1,76,1.1
280.9,81.2,31.62,81.78,29.63,12.46,10.8,22,5,1018,81,0.8
435.12,116.34,35.03,111.7,47.63,20.63,10.9,19.6,2.6,1020,75,1.1
247.85,66.63,29,68.73,31.76,9.94,11.9,22.4,3,1021.6,72,1.3
241.64,42.84,33.07,51.86,34.41,9.58,12,22.9,3.8,1021.2,73,0.8
367.5,89.42,29.25,87.08,39.98,15.76,12.8,22.6,4,1020,75,1.3
223.09,10.92,23.83,21.41,15.72,2.79,13.8,23,6.5,1020.7,79,1.1
270.7,57.88,30.48,62.52,28.91,11.91,13.5,23.4,6.7,1021.3,83,0.6
157.02,20.18,35.02,34.77,18.67,4.61,12.2,20.5,7.1,1020.3,88,0.6
123.1,22.75,24.89,31.44,13.79,2.6,13.2,21,5.4,1018.2,83,1.3
174.54,31.25,24.24,37.89,20.79,4.28,13.9,21.2,8.6,1018.4,91,1.1
158.44,8.83,23.84,19.74,10.31,2.28,13.2,20,7.1,1019.9,88,0.8
159.1,16.99,27.22,28.07,6.9,2.97,13.6,20.1,7,1017.5,85,0.8
305.58,135.3,40.32,129.69,27.3,21.75,13.5,20.4,8,1017.2,78,1.4
327.89,110.7,46.89,113.5,31.45,18.5,12.2,20.6,4.8,1017.1,83,1.3
210.26,38.48,40.94,52.56,15.94,9.72,12.7,21.6,4.8,1018.7,84,1.3
125.64,8.18,19.62,16.98,14.19,1.69,13.8,22.3,7.1,1017.7,82,0.8
105.63,6.88,21.83,17.11,9.83,1.52,15.7,22.9,8.5,1019.6,82,1.3
181.98,42.16,35.04,52.37,13.18,6.87,13.3,23.5,8,1019.3,69,2.3
256.51,82.26,48.02,90.73,21.58,16.89,11.2,19.5,6,1018.7,80,1.6
207.29,16.7,30.94,29.82,9.96,4.62,12.2,19.6,4.5,1018.4,82,0.8
222.35,66.51,32.88,70.7,18.71,8.54,12.8,22,4.2,1017.3,80,1
280.41,111.08,45.53,113.08,41.4,22.25,12.8,22.2,4.8,1017,81,1
164.84,34.25,35.92,46.51,36.6,6.95,14.8,25.4,5.7,1017.1,79,1.3
54.75,5.69,18.16,14.21,27.32,0.99,17.5,28.2,7,1015.5,79,1.3
87.49,19.84,20.71,26.89,14.77,5.97,16.4,28.7,11.5,1012.8,87,1.4
148.3,25.4,26.02,34.16,18.52,5.97,14.5,22.6,11.5,1014.8,97,1.4
73.76,6.61,16.13,13.87,15.23,0.52,13.8,19.4,8,1018.1,93,0.8
121.85,6.04,17.89,14.35,13.24,2.21,14.8,21,9.7,1019.7,88,1.1
129.92,8.85,21.63,18.58,7.28,0.92,13.4,22,9.2,1020.2,87,1.8
122.22,9.57,22.94,19.86,8.18,1.32,12.2,19,6,1022.9,75,2.1
133.34,9.46,24.24,20.46,9.4,3.76,12.9,19.2,5.2,1022.9,73,1.9
178.06,40.74,29.16,48.1,15.42,3.57,13.3,19,5.5,1021.8,71,2.7
212.32,68.15,36.84,74.11,24.81,8.28,14.1,20,5.4,1020.7,68,2.4
126.12,11.37,38.25,29.28,20.91,4.1,14.2,21,5.2,1018.9,70,1.6
147.19,6.09,16.21,13.5,16.03,4.54,15.5,21,8.2,1017.6,78,1.9
145.12,10.28,17.26,17.41,16.15,2.43,16.3,22,11,1018.9,82,1.4
104.75,15.99,19.38,23.1,12.16,2.11,12.9,22.5,8.2,1018.8,92,0.8
213.35,120.34,41.76,118.49,31.83,14.09,13.8,20,9.4,1020.2,88,1.1
130.97,22.53,34.1,36.16,24.79,3.05,15.5,23,8,1020.3,76,2.1
76.45,5.09,15.89,12.52,12.45,1.01,17.9,25,9,1015.5,74,1.6
78.08,7.18,17.79,15.2,10.81,0.44,16.5,25.1,13.2,1012.4,96,1.6
151.53,44.83,24.12,48.69,17.8,0.33,14.9,20.4,7,1017.2,72,2.1
191.1,54.16,27.9,58.16,20.91,0.66,14.8,20.6,8.4,1019.5,71,2.6
186.56,45.5,31.68,53.25,19.43,5.6,14.8,22,6,1020.1,74,1.8
145.35,37.9,38.87,50.99,26.39,9.65,15.6,22,7,1020.6,71,1.9
127.15,11.71,34.07,27.49,26.19,3.76,17.5,23.2,10.6,1021.4,75,1.1
93.71,14.76,21.82,23.41,20.13,1.05,19.3,25,11.4,1017.8,70,1.6
106.95,6.34,13.52,12.26,22,0.75,17.7,25.3,13.9,1015.2,88,1.4
178.61,7.27,17.98,15.38,23.57,0.44,17.6,23,11.8,1016.4,83,1.8
120.69,22.97,23.79,28.82,19.78,2.84,16,22,12,1016.4,87,1
91.36,8.01,18.16,16.07,28.94,0.42,16.8,22,10.5,1013.4,76,1.4
117.01,20.99,35.65,35.75,30.92,11,18.4,26,11.2,1008.1,70,2.1
59.36,15.17,20.96,23.29,28.44,1.44,18.7,25.8,12,1014.3,78,1.9
82.07,24.07,17.28,28.44,31.89,1.53,18.3,24.5,14.5,1017.4,86,1.9
56.43,5.81,16.16,13.25,27.88,0.54,21.6,28,13.2,1015.9,72,2.9
74.02,7.57,20.47,16.95,33.9,0.53,19.1,28.1,14.6,1016.4,76,1.9
88.92,11.36,27.41,23.67,27.62,2.96,17.6,23.4,10.5,1014.4,63,3.1
56.85,9.68,25.74,21.43,12.71,0.75,17.6,24,11.4,1011.2,63,3.2
46.63,5.89,17.14,13.83,12.93,0.89,16.2,23.8,9.2,1010.9,74,1.9
77.88,21.19,18.35,26.71,16.99,2.77,15.3,25.4,10.3,1011.2,80,1.9
75.29,10.59,17.95,18.02,16.08,0.49,14.3,21,9.5,1012.2,81,1.9
89.33,14.38,30.07,27.5,17.21,1.91,14.1,21,6.8,1015.8,74,2.3
52.83,6.24,18.35,14.75,14.93,0.91,16.3,23.4,6.8,1015.7,66,1.9
93.87,33.52,18.38,35.23,25.84,4.38,15.2,24.1,12.8,1016.3,91,1.1
69.37,7.16,15.1,13.67,35.25,0.53,17.1,22.4,12.8,1011.8,87,1.9
74.63,10.42,20.21,19.09,26.75,0.74,19.7,24,11.2,1009.9,71,1.9
84.7,16.34,19.71,23.55,15.45,4.86,18.4,23.9,12,1011.3,66,2.1
86.38,19.49,23.59,28.14,13.34,20.88,18.2,24,11,1011.8,62,2.6
77.97,6.51,17.81,14.39,12.07,8.44,19.5,26,9,1012,55,2.7
75.84,6.46,19.23,15.4,5.85,8.3,20.4,26.5,10.8,1013.4,60,2.7
89.66,10.29,27.98,23.12,12.98,13.11,20.6,26.5,12.6,1014.1,59,3.4
87.26,11.66,19.74,19.7,11.31,10.41,19.6,27,10.8,1014.2,57,3.4
101.53,6.42,22,16.53,17.25,11,22.8,28,12.4,1014,59,3.4
139.61,26.61,27.9,36.13,15.63,19.62,22.1,28.4,12.8,1015,54,2.9
77.62,5.6,18.61,14.28,11.91,7.18,18.6,25,11.8,1016.7,71,2.6
111.2,8.96,21.19,18.44,19.04,10.31,20.2,26,10.4,1017.7,64,2.7
109.07,10.31,19.7,18.73,16.99,9.09,21.6,26,12.5,1016.4,59,2.7
120.2,14.74,21.95,23.47,21.26,10.92,22.1,28,13.8,1014.2,58,2.7
88.58,10.58,33.23,24.83,16.74,8.46,21.8,28.6,12,1012.8,60,2.6
74,4.86,42.39,9.56,5.75,0.78,26.9,34,15.5,1009.2,51,2.9
76.59,5.19,52.41,32.03,7.74,5.31,25.6,34.1,16.6,1012.3,44,2.7
68.82,5.46,32.02,21.4,8.73,4.58,23.9,31.6,15.5,1014.1,44,3.2
97.04,5.75,19.24,14.83,9.76,6.06,25.1,32,15.4,1010.9,49,3.2
85.73,5.64,22.45,16.45,10.65,5.66,24.4,32.1,17.6,1012,55,3.5
120.84,13.74,25.56,24.59,10.91,11.26,24.2,30.4,16.2,1013.7,57,3.2
130.85,40.63,45.04,56.31,7.99,15.59,25.1,31.4,15,1013.3,53,3.5
108.75,23.05,37.75,38.52,5.72,9.78,27.1,35,16.2,1010.4,53,2.9
93.19,6.61,28.04,20.21,3.31,6.27,29.4,37,18.6,1007.4,48,3.4
83.98,6.18,27.73,19.54,5.37,4.85,31.4,39,20.2,1007.8,45,2.9
91.2,6.37,27.84,19.9,6.59,4.95,28.8,39.2,21,1007.6,35,3.7
80.77,6.64,28.3,20.37,6.58,5.7,27.7,34.3,17.6,1008.5,41,3.9
121.25,39.34,45.73,55.8,9.52,15.7,27.6,35,16.2,1008.8,42,3.9
145.91,30.6,38.53,44.96,8.69,12.74,29.2,37,17.6,1008.1,41,3.5
123.25,23.14,30.27,34.61,5.44,6.18,30.1,38,18.7,1007.2,47,3.9
149.3,21.55,33.06,34.82,6.84,13.63,28.7,39,20,1006.6,53,2.9
179.99,8.65,22.61,18.95,2.85,3.23,33.6,39.3,22.4,1005.6,39,3.7
80.72,5.73,26.95,18.92,5.49,5.74,30.8,37.8,22.4,1006.2,57,1.8
124.4,24.36,35.27,38.24,11.36,14.91,29.4,36,20.2,1006.5,52,2.6
101.88,13.22,25.4,23.98,9.3,4.79,30.2,37,20.4,1005.5,48,3.2
112.15,5.41,17.75,13.77,8.3,3.82,32.1,39,20,1007.2,41,3.7
91.46,5.44,20.17,15.08,9,4.23,32.6,39,23,1006.4,38,3.7
79.46,4.61,14.38,11.33,10.29,3.19,30.6,38.7,23.2,1006.9,48,3.9
94.98,6.1,19.3,15.15,10.29,2.91,31.4,38,21.6,1007.8,42,3.7
144.01,18.52,21.37,26.18,8.9,3.25,32.2,38,21.8,1006.8,40,4.5
42.67,4.54,10.59,9.19,6.08,1.05,33.6,40,25.5,1006,36,3.7
44.52,5,16.49,12.77,7.09,2.47,26,40,20.5,1009.7,63,2.9
82.26,7.59,23.74,18.7,9.84,3.39,24.3,30.7,19,1012.2,66,2.4
91.73,8.62,27.89,21.73,12.57,4.55,25.8,31,17.1,1010.4,56,3.7
92.42,20.4,32.15,33.42,11.67,5.58,27.5,32,18.2,1007.9,50,3.7
135.38,34.79,35.28,46.59,17.87,8.04,29.2,35,19.8,1005.2,46,3.4
121.12,13.94,30.41,27.32,17.6,4.71,31.1,37.2,20.6,1004,41,3.5
98.05,10.94,29.44,24.41,8.39,4.52,32.2,38,22,1004,45,2.9
117.57,4.92,25.17,17.32,9.24,4.97,33.8,40,22.2,1005.5,40,3.4
123.62,5.6,20.67,15.48,13.17,2.13,34.3,42.1,24.2,1005,36,2.9
118.07,11.58,36.3,28.57,19.41,6.63,34.8,41,25.4,1003.3,26,2.9
114.38,5.69,25.21,17.96,5.48,5.39,34.8,42,23.4,1001.8,30,3.1
78.69,3.47,16.21,11.4,4.48,2.99,34.4,43.7,24.4,999.7,39,2.6
91.55,5.76,19.76,15.05,5.96,2.86,33.5,41.3,25.8,1002.9,45,2.7
140.07,18.7,25.65,21.89,10.66,4.64,32.1,39.5,22.4,1005.8,37,3.4
169.79,3.29,64.85,37.13,4.9,0.07,33.5,41.2,21.8,1001.9,40,2.6
151.82,3.51,25.62,14.74,3.89,0.25,35.3,42,23.6,1001.2,38,2.7
138.83,4.56,33.06,21.06,4.84,2.42,36.1,42,26.4,1000.6,38,2.6
285.6,3.58,19.56,13.27,5.7,0.25,35.4,41.8,27.4,1002.2,40,3.1
193.43,4.73,20.76,14.49,11.62,0.85,33.9,41.2,24.4,1004.2,47,2.9
71.16,3.93,9.07,7.97,2.99,1.2,33.4,38.8,25.2,1003.5,49,1.8
97.34,6.39,19.4,15.43,5.3,5.31,33.3,40,25.4,1003.9,52,1.9
103.27,9.52,16.16,16.21,4.88,4.15,30.8,40.2,20.8,1003.9,60,3.1
155.91,9.12,13.28,14.36,5.59,3.34,29.4,36,23,1004.5,72,2.3
81.43,4.52,12.55,10.29,7.8,1.49,34,40,22.8,1005.6,35,2.9
103.52,14.24,13.7,18.68,11.26,3.18,35.3,41,25.2,1004.1,34,3.1
57.53,5.94,11.35,10.73,8.58,1.96,33.4,41,26.4,1002.5,44,3.1
76.36,3.85,10.82,8.83,7.04,1.34,33.7,40,25,1002.4,45,2.6
68.8,3.41,10.62,8.37,6.15,1.2,29.8,40.4,23.8,1003.8,60,3.2
79.77,3.62,12.48,9.54,9.59,1.41,32.5,37,24.5,1002.6,41,3.7
93.36,5.29,18.02,13.81,8.44,2.01,35.1,42,25.4,1001.5,29,3.4
100.21,9.98,20.69,18.99,9.7,2.8,34.6,42,23,1000.4,27,3.7
140.55,12.64,16.62,18.95,9.73,2.42,36.6,43,24.6,998.9,30,4
109.03,3.29,6.44,5.86,4.34,1.14,37.6,44.8,27.6,998.3,40,3.1
124.02,3.3,5.66,5.65,3.75,0.79,37.3,43.5,30.8,998.4,44,2.7
106.35,3.38,9.87,7.78,6.61,1.38,35.9,42.5,29.4,998.8,47,2.7
99.8,4.9,13.2,10.94,7.15,1.13,36.7,41,28.7,999.3,45,2.7
77.05,3.24,7.48,6.57,8.36,0.92,37.5,42.2,29.8,998,42,2.9
97.19,4.23,20.64,11.47,38.79,0.61,37.7,44,28.6,1000.7,34,3.2
117.03,6.25,18.78,9.99,2,2.11,35,43.9,26.4,1001.9,46,3.4
98.77,5.49,24.21,12.92,4.25,1.53,37.9,43,28,1000.5,36,3.1
209.63,5.96,22.94,16.97,5.77,1.04,37.4,44,27.2,996.8,34,2.7
101.91,8.73,17.38,16.23,6.5,1.02,39.2,45,27.4,995,25,2.9
89.56,4.09,11.83,9.56,2.99,0.57,38.6,45.6,30.4,995.5,28,2.1
65.91,3.85,13,9.99,3.07,0.66,36,44.5,30,998.9,42,2.7
106.24,11.47,21.98,20.87,6.73,1.52,37,41.6,29,997.8,38,3.2
86.57,3.77,6.05,6.24,4.57,0.46,37.6,44,29.2,997.1,29,3.4
84.8,4.12,5.51,6.23,3.91,0.6,37.9,43.7,27.8,997.7,28,2.9
72.99,4.3,6.2,6.27,3.74,0.44,31.5,43.4,28,998.7,55,3.1
56.98,3.51,1.43,2.6,4.45,0.48,28.6,35,20.6,999.8,59,3.4
69.5,3.37,3.8,4.02,6.6,1.31,32.2,37,24.2,1000.3,53,2.9
70.65,3.3,8.95,7.29,5.56,0.95,33.5,39,25.4,1000.9,50,3.5
55.65,3.74,28.58,18.19,6.16,0.94,35.1,39,28.2,1000.1,50,3.1
55.92,4.02,18.61,13.12,3.66,0.39,35.6,40,27.2,999.3,46,3.7
118.23,4.91,33.68,21.48,5.87,1.45,35.3,40.3,28.6,1001.2,53,3.4
86.62,6.06,21.22,10.79,6.28,3.19,32.1,40.5,27.4,1002,65,3.1
87.18,9.6,46.26,32.28,10.11,2.07,35.8,41,29.6,997.5,52,2.7
100.19,8.78,31.59,23.83,6.61,1.39,35.3,41.1,28.6,996.1,49,2.4
115.79,11.78,36.83,29.02,7.64,1.17,35.8,41.2,27.2,994.9,42,3.1
82.32,7.85,27.7,21.01,7.57,0.71,38.1,42,30,994,38,3.4
102.66,7.04,26.68,19.82,6.61,1.02,37.9,42.3,32,995.4,37,2.7
58.69,5.04,23.55,16.56,6.88,1.15,36.8,42.2,30.6,996.3,45,3.1
49.41,5.87,27.83,19.5,6.68,0.2,34.9,41.6,30,996.8,53,2.6
47.11,13.92,33.65,28.93,8.79,0.38,34.9,38.4,30.6,997.5,58,1.9
49.6,11.93,41.67,31.13,11.04,1.15,30.9,39.4,28.6,996.8,75,1.9
55.86,15.01,39.07,30.96,10.26,1.12,28.8,38.6,26.9,994.9,86,1.6
70.63,7.66,34.52,24.43,9.69,1.39,33.4,37,26.5,994.5,64,2.7
86.76,6.63,35.83,24.32,16.65,0.91,33.7,37,28.6,994.1,65,2.7
143.31,7.26,19.55,16.2,12.16,0.85,31.6,36.7,28.8,995,70,2.7
133.72,7.11,24.6,18.77,10.15,1.34,33.9,37,28.2,993.2,62,2.4
91.8,7.05,25.51,19.18,12.91,0.68,35.4,39,31,994.4,56,2.3
112.03,5.91,22.89,16.89,9.89,1.14,34.9,39.2,30.6,996.6,55,2.1
103.21,5.26,21.59,15.67,13.68,1.4,35.6,40,31.2,996.7,53,2.6
55.53,6.34,27.89,19.91,17.35,2.01,34.3,39.6,28.4,995.8,58,2.7
45.12,6.13,26.11,18.79,16.98,1.75,29.1,37.7,24,997.1,79,2.4
42.23,5.46,26.08,18.24,17.7,1.18,29.2,34.7,24,1000.2,80,2.6
73.85,14.75,32.71,29.2,9.76,1.82,27,33.4,24,1000.6,85,2.4
66.57,6.4,29.58,20.85,9.82,2.29,27,31.7,23.5,1000.6,87,2.4
68.59,8.37,33.07,24.28,10.94,3.12,31.9,36,25,1000.9,69,2.7
52.23,16.6,29.92,29.2,7.64,2.03,30.7,37,26,1001,77,2.4
66.22,10.56,24.78,21.63,9.26,2.3,30.6,36.7,25.6,1000.6,78,2.7
63.24,5.51,22.92,16.6,8.57,1.33,31.3,36.5,24.6,999.5,79,2.4
39,5.79,16.56,13.44,9.65,0.9,33.3,38,27.4,997.6,69,2.3
46.09,4.92,16.57,12.75,8.95,1.36,28.7,37.8,25,998.2,81,2.4
36.56,6.11,26.7,19.09,9.82,1.2,28.6,32,26.2,996.7,86,2.1
36.85,5.52,23.73,17.03,10.21,0.69,28.7,32.5,25.4,997.6,88,1.9
51.18,7.1,21.3,17.01,7.86,0.93,30.1,34,25.8,999.5,81,2.3
54.16,5.96,15.74,13.15,9.04,1.37,31.9,36,28.2,1000.4,74,2.9
48.89,4.51,12.49,10.24,9.21,0.94,31.5,36.1,27.4,999.7,74,3.4
48.29,4,12.38,9.24,2.8,1.58,31.9,35.1,27.8,999.5,73,3.2
51.85,33.94,17.86,32.45,8.68,3.4,32.9,37,27.8,998.5,68,3.2
54.77,12.66,12.95,16.2,9.15,2.4,30.9,36.9,28,998.2,76,2.6
47.76,9.94,16.75,16.24,9.46,2.37,30.1,34.6,27.4,997.9,81,2.1
45.99,11.45,14.04,16.62,10.46,3.09,31.8,37.2,27.2,994.7,77,1.9
44.28,4.68,12.27,9.82,7.24,1.28,27.2,37.4,24,995.7,95,1.9
53.57,11.07,14.54,14.13,5.3,1.01,30.9,35,25.6,995.1,77,2.4
38.41,28.34,22.69,31.95,6.38,0.43,31.5,37.9,28.4,997.4,73,3.4
40.74,4.92,12.58,10.59,2.23,0.49,31.1,34,27.2,998.6,76,2.9
41.42,6.26,14.27,12.6,3.3,1.17,31.1,36.2,28,998.9,78,2.6
43.12,5.34,14.51,11.96,6.28,1.34,30.4,35,26.6,1000.9,81,2.9
37.63,4.25,12.74,10.15,5.81,0.49,30.5,35.5,25.6,1000.7,83,2.3
33.71,4.74,12.34,10.32,5.25,0.28,30.6,35,24.8,1000.5,78,2.9
26.88,4.23,12.03,9.77,4.23,0.25,29.9,34.8,26.6,998.5,79,2.7
42.13,10.98,12.78,15.57,4.46,1.51,26.9,32.5,25.2,999.1,91,2.4
53.58,6.52,12.28,11.69,5.67,1.58,27.3,30,24.8,1003,88,2.3
68.87,5.82,12,11,4.6,1.12,30.7,34,23.6,1003.7,70,2.7
54.44,5.8,13.52,11.83,5.16,1.3,31.4,35,25.6,1002.5,70,2.6
57.85,7.82,33,23.81,6.64,2.09,32,36,24.8,1002.1,69,2.9
69.48,14.54,25.82,25.36,10.35,2.71,30.4,36.1,24.5,1002.4,73,2.7
41.25,5.55,26.8,13.2,9.27,0.77,31.8,36,24.6,1002,68,2.9
37.81,24.02,99.84,69.49,6.01,0.6,31.1,36.2,27.8,1002.4,75,2.4
48.02,18.05,30.38,26.91,8.39,1.32,29.3,34,26.4,1003.3,81,2.1
41.98,5.68,20.44,15.41,3.69,0.75,32.9,36.4,27.4,1001.5,67,3.1
46.54,6.52,17.78,14.67,2.15,1.17,33.8,38,28.2,1002.9,65,3.2
65.02,6.36,19.15,15.27,5.09,2.7,33.6,38.1,29.2,1003.3,66,3.1
55.93,6.5,23.14,17.51,9.36,1.39,33,36.7,29.2,998.8,68,2.6
86.42,7.34,21.94,17.51,11.04,2.15,29.9,37,26.4,1001.5,76,2.6
92.6,7.37,27.27,20.35,10.87,2,32.7,36.4,27.1,1000.8,69,2.7
47.47,11.18,20.04,19.58,5.85,1.32,32.6,36.2,27.6,1000,75,2.3
52.41,7.12,19.72,16.19,4.92,1.11,31.7,37,28.2,998.8,73,1.9
63.98,6.79,16.38,14.11,1.78,1.26,29.9,37.2,27.2,1000.1,83,1.9
75.85,12.64,17.69,19.33,5.53,1.53,31.9,35.5,26.4,1001,74,2.1
85.37,8.44,22.32,18.62,5.22,1.14,32.2,36,28.3,999.5,70,1.9
71.47,6.52,26.09,19.09,8.53,1.36,32.4,36.6,27.6,999.4,70,1.9
50.05,6.52,24.23,14.18,3.87,0.59,33.6,37.5,28.2,1000.5,67,2.1
40.85,6.1,15.59,13.16,4.39,0.67,33.3,38.2,29.4,1002.9,71,2.4
53.43,10.42,18.1,17.97,5.19,0.98,32,35,28.8,1004.5,70,2.9
60.38,7.34,19.07,15.88,5.84,1.22,30.7,35.2,27.3,1003.8,78,2.3
52.02,8.35,21.24,17.27,11.6,0.73,32.3,36,27.1,1002.4,69,2.6
45.95,6.12,15.33,13.05,6.62,0.22,32.3,37,27.5,1003.9,64,2.6
45.46,7.71,33.32,23.9,14.44,0.57,30.9,36.8,26.2,1008.2,67,3.1
45.58,8.49,25.11,20.15,9.83,0.67,29.1,35.1,25.1,1009.5,75,2.7
41.69,15.36,26.2,25.31,17.25,0.79,30.8,35,24.9,1007.5,68,3.1
41.71,6.8,21.36,16.8,12.09,0.69,28,35.3,24,1007.2,81,2.3
50.91,6.94,24.5,18.58,10.5,0.66,27.2,35.2,23.7,1009.5,82,2.7
43.05,7.85,23.86,18.73,12.23,0.73,29.1,32,24,1010.7,71,2.4
38.5,6.83,21.19,16.55,13.34,0.21,29.4,34,23.9,1010.2,72,2.7
41.33,10.18,23.03,19.75,15.97,0.63,30.2,35,24.5,1011.6,68,2.9
35.92,6.91,21,16.7,12.31,0.44,28.5,34,25.4,1010.3,76,3.1
41.87,7.51,20,16.1,10.47,0.62,27.7,33,24.2,1009.5,77,2.9
46.46,7.93,25.27,19.6,5.04,0.81,27.4,31.2,23.8,1008.2,79,2.6
60.56,14.06,29.35,26.76,11.08,2.32,28.7,33,23.8,1008.3,74,2.9
57.64,8.94,27.3,21.24,13.28,1.07,28.8,34.4,21.4,1010.9,68,2.4
74.74,7.85,30.57,22.22,11.22,1.72,27.1,34.8,19.8,1009.5,73,2.7
77.31,21.46,28.75,30.5,13.53,1.74,27.3,33,21,1010.3,62,3.4
66.14,49.71,29.99,50.78,12.22,1.29,27.6,33,21.1,1011,63,3.1
94.47,39.7,38.17,50.03,21.13,4.82,27.7,32.9,22.4,1011.6,61,2.4
112.76,34.06,44.72,49.37,22.78,4.88,27.2,32,20.2,1011.5,58,3.5
103.15,8.35,33.6,24.55,21.51,3.25,27.5,34,20.3,1010.9,60,3.1
93.74,5.86,32.27,21.85,21.67,2.44,27.7,34,21,1010,59,2.7
128.03,12.71,34.66,28.6,26.53,4.89,27.9,33.9,20.3,1010.4,57,2.4
118.8,9.02,36.04,26.39,25.65,3.67,28.1,33.2,20.6,1011.7,63,2.3
119.34,32.75,43.04,49.09,36.8,10.05,27.8,33.2,20.8,1012.2,61,2.3
136.33,15.98,52.9,40.92,37.74,7.14,27.6,34,20.6,1012.6,63,2.3
97.08,6.84,45.74,29.8,7.15,2.32,28.6,34.8,21.2,1013.5,63,2.1
71.41,7.72,34.5,24.53,4.5,2.3,28.2,33.9,21.4,1013,63,2.1
103.68,7.14,42.79,28.47,9.53,3.36,28.5,34.2,21.2,1013.8,58,2.4
118.21,11.33,40.95,30.85,10.17,2.88,27.3,34.7,19.8,1014.6,60,2.3
97.88,7.5,41.27,27.95,12.29,2.58,26,32.6,19,1014.2,54,2.3
106.05,25.6,44.67,44.25,19.21,3.92,24.7,32.5,17.2,1011.8,58,2.3
119.43,24.43,49.7,45.98,23.85,8.43,25.3,32,16.5,1009.8,56,2.3
117.65,25.17,49.11,46.26,22.63,6.14,25.6,32.4,17.7,1011,60,1.9
163.57,23.91,40.87,40.87,20.95,4.79,25.2,32.1,18.2,1012.4,61,1.8
230.51,12.75,38.17,30.5,22.44,3.73,24.9,30.9,17.6,1013.1,65,1.9
207.23,22.95,47.68,43.72,24.05,5.63,25.1,31.4,17.4,1012.7,57,1.8
190.95,42.22,48.65,59.65,26.27,5.85,25,31.5,17.7,1013.5,57,1.6
205.04,57.21,49.92,72.33,27.68,7.51,24.1,30.2,18.4,1013.7,71,1
323.05,34.15,55.51,56.85,32.34,7.92,25.2,31,18.6,1012.3,64,1
209.03,9.21,40.61,28.97,26.9,3.4,24.7,32,16.8,1011.8,63,1
453.77,9.46,36.81,27.15,19.8,5.34,25.4,32,17.1,1011.9,66,0.6
214.85,13.9,35.54,30.03,25.24,3.3,24.5,31.7,18.8,1013.8,70,0.6
142.16,8.4,35.27,25.48,34.63,2.56,23.4,29.5,18.7,1014.6,74,0.6
94.67,32.21,40.82,47.49,34.22,3.11,24.1,29.4,18.9,1013.7,65,1.3
132.96,10.27,53.75,36.81,23.31,4.33,23.5,31,17.5,1010.3,60,1.8
152.38,20.91,50.74,43.72,22.86,5.7,23.4,32.2,15.2,1009,59,1.9
148.73,9.92,36.38,27.29,16.88,2.59,20.6,32.3,17,1011,80,1
146.37,7.5,41.01,27.81,15.81,2.92,21.9,30,15.6,1013.7,72,1.4
195.1,20.51,51.3,43.66,18.49,4.22,21.6,30.1,15.6,1013.9,63,1.6
275.79,10.43,53.41,36.75,19.16,2.88,20.5,29.8,14.5,1013.9,63,1.8
301.66,15.41,58.82,43.61,25.76,3.75,19.7,29.1,13.5,1013.1,64,0.8
318.19,43.96,76.65,75.94,31.13,7.93,17.9,29.5,11.7,1014.6,76,1
393.16,34.19,57.81,58.1,27.05,6.52,20.3,28.2,13.4,1016,71,0.6
194.97,22.51,44.85,41.87,22.21,4.38,20.2,28.3,15.4,1016.6,81,0.5
104,6.3,32.11,22.12,5.88,1.06,21.2,27.6,16,1015.3,75,0.5
91.29,5.56,33.12,22.07,10.62,1.99,22.2,29.2,15.4,1015.3,67,1.4
106.12,32.86,45.19,50.32,18.2,3.75,23,29.3,16.2,1015.1,59,2.1
137.8,39.95,48.71,57.87,17.06,3.88,18.5,29,15.3,1015.1,79,1.9
212.92,123.01,72.03,136.8,75.39,27.54,19,26.8,12.3,1014.2,71,1.9
204.91,87.17,66.18,104.94,59.03,12.24,19.1,28.2,11.4,1015.1,70,1.9
143.47,7.9,44.36,29.91,12.94,2.88,19.3,28.9,12.5,1016.9,72,1.3
159.39,7.48,40.16,27.35,13.91,2.71,19.7,28.6,11.8,1016.7,70,1.9
156.75,10.19,42.86,30.95,10.7,3.16,20.4,27.7,14.7,1016,72,1.9
149.21,38.48,58.23,61.75,27.2,10.43,20.7,26.8,15.3,1015.5,73,2.1
95.48,6.77,38.28,25.77,5.8,2.25,20,26.8,13.7,1016.2,74,1.4
60.06,4.35,29.04,18.93,7.33,2.13,20.7,27.2,16.2,1015.5,70,1.9
65.21,7.78,39.45,27.21,14.56,1.55,20.4,27.9,14.5,1015.5,76,1.4
119.54,14.6,40.33,33.13,22.63,2.55,18.3,27.4,16.2,1016.8,84,1.9
151.59,16.49,44.87,37.06,30.73,2.78,18.1,24.6,12.5,1017.1,83,2.3
188.63,28.81,48.32,48.76,36.43,3.12,15.8,24.9,11.7,1017.5,90,1.6
